X,Y,Z,U,V,W,MoveTime(ms)
-29.745,-8.842,246.024,-0.045,0.004,0.001,1
-29.751,-8.74,246.03,-0.048,0.003,-0.003,1
-29.754,-8.638,246.033,-0.049,0.002,-0.007,1
-29.75,-8.538,246.035,-0.049,0.002,-0.009,1
-29.743,-8.443,246.029,-0.049,0.001,-0.011,1
-29.732,-8.354,246.021,-0.054,-0.003,-0.013,1
-29.717,-8.272,246.016,-0.057,-0.008,-0.015,1
-29.697,-8.201,246.008,-0.06,-0.014,-0.017,1
-29.673,-8.137,245.999,-0.059,-0.018,-0.017,1
-29.646,-8.083,245.99,-0.056,-0.022,-0.02,1
-29.614,-8.043,245.977,-0.053,-0.024,-0.023,1
-29.58,-8.016,245.963,-0.05,-0.024,-0.028,1
-29.543,-7.999,245.953,-0.047,-0.021,-0.032,1
-29.502,-7.997,245.941,-0.045,-0.02,-0.034,1
-29.458,-8.008,245.929,-0.044,-0.021,-0.036,1
-29.411,-8.029,245.923,-0.045,-0.022,-0.037,1
-29.361,-8.065,245.916,-0.043,-0.023,-0.035,1
-29.309,-8.112,245.909,-0.043,-0.024,-0.031,1
-29.255,-8.168,245.906,-0.045,-0.025,-0.026,1
-29.199,-8.235,245.903,-0.045,-0.026,-0.022,1
-29.143,-8.313,245.897,-0.042,-0.027,-0.019,1
-29.087,-8.398,245.895,-0.039,-0.026,-0.02,1
-29.031,-8.492,245.892,-0.039,-0.025,-0.021,1
-28.977,-8.592,245.883,-0.039,-0.021,-0.021,1
-28.924,-8.695,245.877,-0.037,-0.018,-0.021,1
-28.872,-8.803,245.872,-0.032,-0.019,-0.02,1
-28.82,-8.917,245.865,-0.025,-0.021,-0.018,1
-28.77,-9.03,245.859,-0.017,-0.023,-0.015,1
-28.721,-9.144,245.856,-0.012,-0.024,-0.012,1
-28.676,-9.258,245.85,-0.007,-0.024,-0.008,1
-28.635,-9.369,245.845,-0.001,-0.023,-0.009,1
-28.596,-9.478,245.842,0.006,-0.023,-0.011,1
-28.56,-9.584,245.834,0.012,-0.022,-0.013,1
-28.529,-9.689,245.827,0.019,-0.022,-0.014,1
-28.504,-9.79,245.821,0.024,-0.021,-0.011,1
-28.482,-9.89,245.812,0.024,-0.022,-0.007,1
-28.465,-9.983,245.801,0.021,-0.022,-0.004,1
-28.452,-10.07,245.795,0.017,-0.022,-0.005,1
-28.442,-10.155,245.786,0.016,-0.021,-0.006,1
-28.436,-10.235,245.777,0.016,-0.019,-0.006,1
-28.435,-10.309,245.773,0.018,-0.018,-0.006,1
-28.437,-10.379,245.768,0.02,-0.016,-0.007,1
-28.444,-10.445,245.763,0.023,-0.015,-0.009,1
-28.457,-10.507,245.762,0.026,-0.014,-0.009,1
-28.472,-10.565,245.762,0.028,-0.013,-0.007,1
-28.491,-10.618,245.758,0.029,-0.012,-0.005,1
-28.514,-10.664,245.759,0.028,-0.01,-0.004,1
-28.541,-10.706,245.761,0.025,-0.008,-0.004,1
-28.571,-10.743,245.76,0.024,-0.005,-0.004,1
-28.606,-10.773,245.763,0.024,0,-0.005,1
-28.644,-10.798,245.767,0.023,0.006,-0.005,1
-28.684,-10.818,245.77,0.019,0.009,-0.005,1
-28.728,-10.83,245.777,0.016,0.012,-0.003,1
-28.775,-10.836,245.788,0.016,0.014,-0.002,1
-28.824,-10.836,245.796,0.018,0.016,-0.002,1
-28.878,-10.829,245.807,0.018,0.018,-0.001,1
-28.932,-10.814,245.822,0.018,0.021,-0.003,1
-28.986,-10.793,245.835,0.016,0.023,-0.007,1
-29.042,-10.767,245.85,0.015,0.024,-0.011,1
-29.099,-10.737,245.87,0.012,0.024,-0.014,1
-29.155,-10.703,245.888,0.008,0.025,-0.015,1
-29.21,-10.663,245.906,0.004,0.025,-0.016,1
-29.266,-10.618,245.929,0,0.027,-0.018,1
-29.319,-10.571,245.951,-0.004,0.027,-0.019,1
-29.372,-10.521,245.971,-0.008,0.024,-0.019,1
-29.423,-10.467,245.996,-0.009,0.02,-0.018,1
-29.471,-10.413,246.022,-0.01,0.018,-0.02,1
-29.519,-10.359,246.044,-0.01,0.017,-0.024,1
-29.565,-10.305,246.069,-0.01,0.017,-0.026,1
-29.607,-10.25,246.092,-0.01,0.016,-0.026,1
-29.645,-10.196,246.109,-0.011,0.015,-0.024,1
-29.681,-10.139,246.128,-0.014,0.012,-0.023,1
-29.712,-10.083,246.148,-0.018,0.008,-0.021,1
-29.74,-10.028,246.161,-0.022,0.004,-0.019,1
-29.764,-9.974,246.173,-0.024,0.002,-0.019,1
-29.785,-9.922,246.183,-0.024,0.003,-0.022,1
-29.801,-9.871,246.188,-0.023,0.006,-0.023,1
-29.813,-9.819,246.193,-0.022,0.008,-0.023,1
-29.82,-9.767,246.198,-0.022,0.009,-0.022,1
-29.823,-9.717,246.195,-0.022,0.009,-0.02,1
-29.822,-9.668,246.188,-0.022,0.01,-0.018,1
-29.815,-9.62,246.182,-0.023,0.01,-0.017,1
-29.803,-9.574,246.17,-0.024,0.009,-0.017,1
-29.787,-9.532,246.155,-0.024,0.007,-0.018,1
-29.769,-9.492,246.143,-0.025,0.006,-0.017,1
-29.744,-9.456,246.127,-0.027,0.005,-0.018,1
-29.716,-9.422,246.107,-0.029,0.003,-0.018,1
-29.684,-9.391,246.09,-0.032,0.002,-0.018,1
-29.649,-9.368,246.068,-0.033,0,-0.018,1
-29.612,-9.35,246.043,-0.031,0,-0.018,1
-29.572,-9.335,246.02,-0.027,0,-0.019,1
-29.53,-9.325,245.994,-0.023,0,-0.018,1
-29.486,-9.32,245.963,-0.019,-0.001,-0.017,1
-29.441,-9.319,245.937,-0.018,-0.003,-0.015,1
-29.393,-9.326,245.911,-0.019,-0.004,-0.015,1
-29.343,-9.34,245.884,-0.02,-0.005,-0.015,1
-29.294,-9.36,245.862,-0.021,-0.007,-0.015,1
-29.244,-9.386,245.841,-0.024,-0.006,-0.014,1
-29.195,-9.419,245.817,-0.027,-0.005,-0.014,1
-29.146,-9.454,245.796,-0.026,-0.004,-0.014,1
-29.098,-9.494,245.777,-0.022,-0.005,-0.015,1
-29.049,-9.54,245.758,-0.018,-0.007,-0.016,1
-29.001,-9.588,245.745,-0.014,-0.01,-0.013,1
-28.955,-9.638,245.736,-0.014,-0.013,-0.01,1
-28.911,-9.691,245.722,-0.015,-0.012,-0.009,1
-28.87,-9.745,245.71,-0.016,-0.01,-0.009,1
-28.831,-9.8,245.703,-0.017,-0.007,-0.01,1
-28.793,-9.858,245.696,-0.019,-0.006,-0.01,1
-28.758,-9.917,245.693,-0.021,-0.006,-0.008,1
-28.727,-9.977,245.696,-0.02,-0.009,-0.004,1
-28.699,-10.038,245.696,-0.018,-0.013,-0.001,1
-28.675,-10.097,245.696,-0.017,-0.018,-0.001,1
-28.655,-10.154,245.7,-0.017,-0.021,-0.003,1
-28.637,-10.213,245.702,-0.016,-0.022,-0.005,1
-28.624,-10.27,245.704,-0.015,-0.022,-0.006,1
-28.614,-10.324,245.711,-0.013,-0.022,-0.004,1
-28.608,-10.378,245.72,-0.011,-0.023,-0.002,1
-28.606,-10.43,245.73,-0.01,-0.023,-0.002,1
-28.608,-10.478,245.743,-0.011,-0.021,-0.003,1
-28.615,-10.522,245.752,-0.011,-0.018,-0.004,1
-28.625,-10.56,245.755,-0.013,-0.015,-0.005,1
-28.64,-10.59,245.759,-0.017,-0.011,-0.007,1
-28.657,-10.614,245.762,-0.019,-0.007,-0.01,1
0,0,230,0,0,0,1
